,序号,旅行社中文名称,地址,许可证编号,固定电话,传真号码,邮政编码,经度,纬度
448,449,成都四季渔猎国际旅行社有限责任公司,成都市金牛区二环路西三段19号1栋1单元3楼16号,L-SC-A00771,028-87587170,028-84328708,610000,30.539976,104.071594
449,450,芦山县姜城旅行社有限公司,芦山县汉姜古城往事商业区5号楼J5-1-5,L-SC-100084,0835-3665353,0835-6520896,625000,30.108895,104.678245
450,451,成都纬特思达信息技术有限公司,中国（四川）自由贸易试验区成都高新区世纪城南路599号D区6栋1104号,L-SC-A00765,2867560986,2867560986,610000,30.613434,104.005893
451,452,四川美恩国际旅行社有限公司,四川省资阳市雁江区宝台镇迎宾大道会展中心2号楼2(F)7-1号,L-SC-M00010,028-26558828,028-26558828,641300,30.689629,104.074500
452,453,四川蓉城印象国际旅行社有限公司,四川省成都市金牛区实业街59号附25号1栋附401号,L-SC-A00768,028-87763339,028-87768820,610000,30.148889,102.923465
453,454,成都携亚旅行社有限公司,成都市金牛区人民北路二段188号1栋19楼1907号,L-SC-A00761,87615618,87615618,610000,30.617821,104.112009
454,455,成都懒人鱼假期旅行社有限公司,四川省成都市武侯区聚龙路16号2栋6楼39号,L-SC-A00770,028-84446267,028-84446267,610000,30.859002,105.382872
455,456,成都旅荟国际旅行社有限公司,四川省成都市锦江区静渝路48号1栋5层520号,L-SC-A00769,028-86093942,028-86093942,610000,30.701728,104.095520
456,457,四川寻真旅行社有限公司,四川省遂宁市射洪县金宸街20号,L-SC-100082,8256627259,8256627259,629000,28.550636,102.179321
457,458,四川百途国际旅行社有限公司,成都市成华区羊子山路68号4栋1单元13层1号,L-SC-A00760,028-84604408,028-84605258,610000,30.667938,104.049449
458,459,凉山州学游神州研学旅行社有限公司,四川省凉山彝族自治州冕宁县城厢镇滨河丽都小区16楼3号,L-SC-100083,13981518881,0834-6730916,615000,30.649064,104.021183
459,460,四川中渼视界旅行社有限公司,成都市武侯区二环路西一段82号2幢15层1530号,L-SC-A00764,85577203,85577203,610000,33.263745,104.235768
460,461,成都下一站旅行社有限公司,成都高新区东寺南一路18号1栋1单元25楼2号,L-SC-A00762,028—64293930,028—64293930,610000,30.668994,104.020308
461,462,九寨沟县悦程旅行社有限责任公司,九寨沟县永乐镇上街,L-SC-100079,0837-7765088,0837-7739776,624000,30.499392,104.071813
462,463,四川熊猫真玩旅行社有限公司,成都市青羊区二环路西二段73号1栋1单元2楼23号,L-SC-A00756,87656636,87668303,610000,30.551799,104.068036
463,464,四川川体国际旅行社有限责任公司,中国（四川）自由贸易试验区成都高新区天府二街269号27栋24层,L-SC-A00759,63071285,83579999,610000,30.631513,103.987225
464,465,成都航旅巴士旅游有限公司,四川省成都市武侯区武侯新城管委会武兴二路9号1栋1单元201号,L-SC-A00755,028-60734414,028-60734414,610000,30.670154,104.037478
465,466,四川拾光之旅旅行社有限公司,成都市金牛区百寿路8号1栋12层6号、7号,L-SC-A00758,028-61957991,028-61957991,610000,30.666663,104.022276
466,467,成都商达国际旅行社有限公司,中国（四川）自由贸易试验区成都高新区交子大道500号1栋4楼437号,L-SC-A00754,85194107,85353227,610000,30.547878,104.071277
467,468,巴中荣耀旅行社服务有限公司,四川省巴中市巴州区江北大道东段巴中财富广场A区3栋12楼1号,L-SC-100077,0827-5599666,13908290986,636000,31.857727,106.776257
468,469,成都修智行旅行社有限公司,成都市青羊区二环路西二段10号1栋2层1号,L-SC-100104,028-87331850,87331850,610000,30.593507,104.055386
469,470,四川熊猫优途国际旅行社有限公司,中国（四川）自由贸易试验区成都高新区世纪城路200号1栋1层1-01-02号,L-SC-A00737,028-87998585,028-87998585,610000,26.560713,101.736026
470,471,攀枝花市佳汇旅游发展有限责任公司,攀枝花市东区奥林匹克北路8号D座4楼（入驻攀枝花好棒网秘书服务有限公司）,L-SC-100075,3913828,3913606,617000,30.608033,103.978455
471,472,四川知行中志文化旅游有限责任公司,成都高新区荟锦路70号,L-SC-A00750,028-85251672,028-85633200,610000,30.583035,104.050961
472,473,四川善行者科技有限公司,成都市武侯区七里路499号2幢5层522号,L-SC-A00749,028—65237263,028—65237263,610000,30.593206,104.153464
473,474,四川省云之初旅游文化传播有限公司,成都市锦江区杨树街365号4幢1单元19层1908号,L-SC-A00746,19980764664,028-86753898,610000,30.668106,104.048961
474,475,四川猎度旅行社有限公司,成都市金牛区实业街1号3栋1单元4层9号,L-SC-A00748,028-86582308,028-83375208,610000,26.560713,101.736026
475,476,攀枝花市唯美旅行社有限公司,攀枝花市东区奥林匹克北路8号D座4楼（入驻攀枝花好棒网商务秘书服务有限公司）,L-SC-100074,13436537618,13988879858,617000,30.639351,104.040526
476,477,四川蕃域净土旅行社有限公司,四川省成都市武侯区高华横街33号1栋1单元16层1608号、1609号,L-SC-A00747,028-85455480,028-85455480,610000,30.543750,104.066127
477,478,中智民康国际旅行社有限公司,中国（四川）自由贸易试验区成都高新区吉泰五路118号2栋12层1号,L-SC-A00751,028-85179891,028-85179891,610000,30.716263,103.988663
478,479,四川旅记国际旅行社有限公司,成都市成华区建材路37号隆鑫九熙广场3期1栋2层204号,L-SC-A00745,028-67578796,028-67578796,610000,30.644022,104.138164
479,480,成都欧美假期国际旅行社有限责任公司,成都市锦江区庆云南街69号红星国际2栋12楼1209号,L-SC-A00741,028-64058440,028-64058440,610000,30.626823,104.007238
480,481,成都真纯玩旅行社有限公司,成都市武侯区星狮路818号4栋3单元401（B区）,L-SC-A00744,028-85378851,028-85378829,610000,30.661432,104.086015
481,482,成都云腾旅行社有限公司,成都金牛高新技术产业园区蜀西路48号1606-1号,L-SC-A00743,028-83313200,028-86130392,610000,32.423794,105.850517
482,483,四川中科翔宇国际旅行社有限公司,成都市武侯区长华路19号3栋9楼906号,L-SC-A00733,028-67191573,028-83190898,610000,30.596369,103.950049
483,484,广元宝中文旅有限公司,四川省广元市利州区滨河北路一段175号,L-SC-100073,3661626,3661626,628000,30.610840,104.084735
484,485,四川马上帮文化旅游发展有限公司,四川省成都市成华区成华大道杉板桥路1号3单元12层1201号附02号,L-SC-A00740,-28,(028) 83258967,610000,31.200340,105.397350
485,486,中夏国际旅行社有限公司,成都市双流区东升街道龙桥路6号122栋1单元5层512号,L-SC-A00712,,,610000,30.663289,104.114953
486,487,四川中嫘国际旅行社有限公司,四川省绵阳市盐亭县云溪镇石龙大道9号,L-SC-100066,0816-7122693,0816-7122693,621000,30.677645,103.986893
487,488,成都云水假期旅行社有限公司,成都市青羊区蜀清路239号3栋2单元11层1103号,L-SC-A00589,87401092,87401073,610000,31.272621,104.912301
488,489,四川德研艺国际旅行社有限责任公司,四川省绵阳市三台县芦溪镇工业区麦冬大健康产业试验园综合楼,L-SC-100068,0816-8321178,0816-8321178,621000,29.792850,102.844630
489,490,雅安丝路砂都旅游服务有限公司,四川省雅安市荥经县严道街道青华街16号、18号,L-SC-100070,0835-7736652,0835-7736650,625000,30.576877,104.060407
490,491,四川常青悦旅行社有限公司,四川省雅安市雨城区北一路4号4栋2层1号,L-SC-100071,0835-2627378,0835-2627378,625000,29.989333,103.007258
491,492,四川玉之旅旅游集团有限公司,成都市青羊区西大街84号1栋1单元14楼1401号,L-SC-A00735,2885578695,2886120306,610000,30.683563,104.032890
492,493,四川路书旅途旅行社有限公司,中国（四川）自由贸易试验区成都高新区蜀锦路88号1栋1单元22层08号,L-SC-A00736,028-61526830,028-6152 6856,610000,30.672674,104.057104
493,494,四川悠贤国际旅行社有限公司,成都市金牛区二环路西三段35号1幢3层12号,L-SC-A00734,028-87648989,,610000,28.894788,105.404983
494,495,四川云遇假期旅行社有限公司,泸州市江阳区康城路一段7号1号楼18层1803号（自主申报）,L-SC-100069,2593595,2593595,646000,32.433025,105.834006
495,496,成都爱行者旅行社有限公司,四川省成都市成华区和美东路177号9栋1单元4层413号,L-SC-A00687,028-81329891,028-81329891,610000,30.627357,104.155826
496,497,西昌畅游天下国际旅行社有限责任公司,四川省凉山彝族自治州西昌市海河南岸(四袁公路旁）海河1号5幢2单元10层1006号,L-SC-100067,0834-2222792,083-2222792,615000,27.867431,102.252558
497,498,四川蜀之道研学文化传播有限公司,广元市利州区滨河南路41号（南河凤台宾馆内）,L-SC-100062,0839-3333818,0839-3333818,628000,29.957521,101.961974
498,499,甘孜州子梅垭口旅行社有限责任公司,四川省甘孜藏族自治州康定市榆林街道老榆林村,L-SC-100065,0836-2818680,0836-2834230,626700,26.560713,101.736026
499,500,四川林溪旅行社有限公司,攀枝花市东区奥林匹克北路8号D座4楼（入驻攀枝花好棒网商务秘书服务有限公司),L-SC-100063,8128885066,8128880218,617000,30.673778,104.068027
500,501,成都顺丰国际旅行社有限责任公司,青羊区人民中路三段6号食品大厦921室,L-SC-A00333,86273336,86260310,610000,30.868093,105.382544
501,502,成都蓝宇悠得乐文化旅游有限公司,四川省成都市锦江区东大街下东大街段216号1栋29层1号,L-SC-A00731,028-85252355,028-85252355,610000,30.623444,104.035792
502,503,四川来者旅行社有限公司,四川省遂宁市射洪市太和大道中段85、87、89号,L-SC-100061,0825-6691011,0825-6691011,629000,30.622519,104.037196
503,504,四川魅力锦程国际旅行社有限公司,成都高新区九兴大道14号4号楼9层903号,L-SC-A00729,028-86962900,,610000,30.698891,104.045343
504,505,成都随往国际旅行社有限公司,成都市高新区九兴大道14号4栋5楼503号,L-SC-A00730,65733687,65733707,610000,30.661801,104.041032
505,506,四川金钥匙之旅国际旅行社有限公司,成都市金牛区花牌坊街168号1栋1单元10层1003,L-SC-A00728,86631163,87536881,610000,30.649540,104.083280
506,507,四川红石榴国际旅行社有限公司,成都市青羊区一环路西二段2号1栋11层1103号,L-SC-A00718,028-86690995,,610000,30.618823,104.068357
507,508,成都七驴行国际旅行社有限公司,成都市武侯区人民南路四段27号2栋1单元22楼7号,L-SC-A00723,69754498,69754498,610000,30.713345,103.998028
508,509,四川悦游旅行社有限公司,成都市金牛区高新技术产业园区金科南路38号IP科技中心3期12栋10楼1003、1004号,L-SC-A00652,2867171267,,610000,30.656186,104.061709
509,510,四川世纪明德国际旅行社有限公司,成都市青羊区西御街77号1栋10层1号,L-SC-A00720,028-87662983,028-62108529,610000,30.490601,104.088400
510,511,成都蜀客天下国际旅行社有限公司,成都市金牛区花牌坊168号1栋1单元15层1503号、1504号,L-SC-A00726,13990884129,,610000,30.680310,104.045367
511,512,成都和境远洋文化旅游开发有限公司,成都市天府新区万安镇万安东路369号30栋15号,L-SC-A00634,,,610000,30.624290,104.036652
512,513,成都美达天下国际旅行社有限公司,成都高新区九兴大道14号3栋1单元14楼1401号,L-SC-A00722,85343249,85343249,610000,30.658000,104.059383
513,514,四川星伴旅国际旅行社有限公司,成都市青羊区少城路25号1栋19楼1906、1907号,L-SC-A00724,028-86981030,028-86981030,610000,27.875600,102.249112
514,515,凉山彝族自治州雅砻江民族文化旅游开发有限公司,西昌市胜利南路2段（灵龙尚居）2幢1单元5层2号,L-SC-100058,1,3,615000,30.673872,104.060908
515,516,广元环游旅行社有限责任公司,四川省广元市利州区东坝电子路385号,L-SC-100056,0839-3333376,0839-3272653,628000,30.633742,104.062051
516,517,成都遇海假日国际旅行社有限责任公司,成都市青羊区万和路90号5楼,L-SC-A00717,028-86929007,028-86929007,610000,26.583594,101.731143
517,518,攀枝花市游而不凡旅行社有限公司,攀枝花市东区金沙江大道中段43号（市广播电视台一楼）,L-SC-100057,0812-3362232,0812-3365228,617000,30.669748,104.060131
518,519,四川猫熊假期国际旅行社有限责任公司,成都市武侯区一环路南三段15号华侨大厦808.809,L-SC-A00710,2862491911,0832-62491911,610000,30.734129,105.415969
519,520,成都蜀新旅行社有限公司,成都市青羊区过街楼街17号1栋3单元31层3103、3104,L-SC-A00716,028-69178513,028-81135703,610000,29.312699,104.786421
520,521,四川省路易旅行社有限公司,四川省自贡市高新区兴川南街667号晶泽华府14-1-1号铺,L-SC-100052,8229900,8109996,643000,30.672460,104.077123
521,522,四川舍得酒文化旅游有限公司,四川省射洪市沱牌镇沱牌大道999号,L-SC-100055,0825-6618666,0825-6618666,629000,32.436623,105.847279
522,523,四川乐享欢途国际旅行社有限公司,成都市青羊区日月大道一段1501号3栋13层1312号,L-SC-A00719,028-86528366,028-87739221,610000,30.622770,104.121444
523,524,四川逍遥民间国际旅行社有限公司,成都市锦江区静康路769号1栋2单元1714号,L-SC-A00711,81148044,81148055,610000,30.652302,104.069789
524,525,四川金瑞假期国际旅行社有限公司,四川省广安市广安区民和街26号,L-SC-100054,0826-2250000,0826-2666096,638500,30.456676,106.636084
525,526,成都心创随行国际旅行社有限责任公司,成都市锦江区大业路6号财富中心C座1708,L-SC-A00518,18280123043,无,610000,30.653580,104.053203
526,527,四川环游假期国际旅行社有限公司,成都市武侯区人民南路四段27号2栋2单元8楼7号,L-SC-A00714,028-62075287,,610000,30.633006,104.068921
527,528,巴厘印象国际旅行社成都有限公司,成都市武侯区一环路南二段17号1幢11楼63号、65号、66号,L-SC-A00713,028-85098937,028-85098937,610000,30.643306,104.151251
528,529,四川白龙马国际旅行社有限公司,四川省成都市青羊区小南街128号1幢1号5楼6号,L-SC-A00701,13980604786,86253528,610000,30.055197,103.849556
529,530,眉山悠游天下旅行社有限公司,四川省眉山市东坡区裴城路69号1栋2单元5层4号,L-SC-100050,028-35010939,028-38200094,620000,30.640763,104.028363
530,531,四川诗和远方国际旅行社有限公司,成都市武侯大道双楠段18号D6酒店七楼,L-SC-A00706,64644028,87433324,610000,30.618823,104.068357
531,532,四川随心国际旅行社有限公司,成都市成华区东虹路61号附32号,L-SC-A00715,,,610000,33.574242,102.964880
532,533,四川芒果国际旅行社有限公司,成都市青羊区西大街84号A栋13楼1303号,L-SC-A00709,028-86670428,028-85053348,610000,30.672551,104.057292
